gen,idx,k,score,closed_edges,run_dir,tripinfo
1,0,11,1000000000000.0,-25970859#0;-25970859#1;-311298665;-74277990;-880137009#0;-880137009#1;111677669#4;311298665;4935286#2;535519490#1;876343449#1,runs_J_k16_plain\both_seed7\g001_i000,runs_J_k16_plain\both_seed7\g001_i000\tripinfo.xml
1,1,5,1000000000000.0,-24337240#6;-311298665;-782714971#0;782714971#2;876057378#0,runs_J_k16_plain\both_seed7\g001_i001,runs_J_k16_plain\both_seed7\g001_i001\tripinfo.xml
1,2,13,1000000000000.0,-111681903#2;-311298665;-782714971#4;-876343449#0;-876343449#1;111677669#0;111681903#0;111681905#2;24337240#2;311298662#0;4935286#2;782714971#2;876057378#0,runs_J_k16_plain\both_seed7\g001_i002,runs_J_k16_plain\both_seed7\g001_i002\tripinfo.xml
1,3,2,644.456,-4950193;498033359#2,runs_J_k16_plain\both_seed7\g001_i003,runs_J_k16_plain\both_seed7\g001_i003\tripinfo.xml
1,4,3,1000000000000.0,-311298665;120682114#1;4935286#2,runs_J_k16_plain\both_seed7\g001_i004,runs_J_k16_plain\both_seed7\g001_i004\tripinfo.xml
1,5,4,1000000000000.0,-311298665;-782714971#0;111677669#1;28468732#0,runs_J_k16_plain\both_seed7\g001_i005,runs_J_k16_plain\both_seed7\g001_i005\tripinfo.xml
1,6,12,1000000000000.0,-111677668#0;-24337240#4;-311298665;-535519490#1;-782714971#2;111677669#0;24337240#5;26216781#0;4935286#2;4935286#3;4970256#5;782714971#1,runs_J_k16_plain\both_seed7\g001_i006,runs_J_k16_plain\both_seed7\g001_i006\tripinfo.xml
1,7,2,644.456,311298682#0;876057378#2,runs_J_k16_plain\both_seed7\g001_i007,runs_J_k16_plain\both_seed7\g001_i007\tripinfo.xml
1,8,7,1000000000000.0,-24337240#2;-311298665;24337240#0;24337240#3;502325084#0;876057376;876057378#4,runs_J_k16_plain\both_seed7\g001_i008,runs_J_k16_plain\both_seed7\g001_i008\tripinfo.xml
1,9,2,1000000000000.0,-311298665;498033359#2,runs_J_k16_plain\both_seed7\g001_i009,runs_J_k16_plain\both_seed7\g001_i009\tripinfo.xml
1,10,3,1000000000000.0,-311298665;-782714971#3;4935286#2,runs_J_k16_plain\both_seed7\g001_i010,runs_J_k16_plain\both_seed7\g001_i010\tripinfo.xml
1,11,9,1000000000000.0,-311298665;-535519490#1;-782714966#1;-782714971#2;111677669#0;4935286#1;747448014;783907721#1;876057378#3,runs_J_k16_plain\both_seed7\g001_i011,runs_J_k16_plain\both_seed7\g001_i011\tripinfo.xml
1,12,7,1000000000000.0,-111677668#4;-311298665;-535519490#1;111677671#0;111681905#2;28468732#1;4935286#2,runs_J_k16_plain\both_seed7\g001_i012,runs_J_k16_plain\both_seed7\g001_i012\tripinfo.xml
1,13,3,787.7966666666666,111677669#5;24337240#4;4970256#8,runs_J_k16_plain\both_seed7\g001_i013,runs_J_k16_plain\both_seed7\g001_i013\tripinfo.xml
1,14,8,1000000000000.0,-111681903#2;-311298665;120682114#2;26216781#3;28468732#1;498033359#1;782710712;835445203,runs_J_k16_plain\both_seed7\g001_i014,runs_J_k16_plain\both_seed7\g001_i014\tripinfo.xml
1,15,3,1000000000000.0,-311298665;4935286#2;876343449#1,runs_J_k16_plain\both_seed7\g001_i015,runs_J_k16_plain\both_seed7\g001_i015\tripinfo.xml
1,16,5,1000000000000.0,-111677668#3;-311298665;-835443464;111681903#0;4935286#3,runs_J_k16_plain\both_seed7\g001_i016,runs_J_k16_plain\both_seed7\g001_i016\tripinfo.xml
1,17,2,1000000000000.0,-24337240#4;-311298665,runs_J_k16_plain\both_seed7\g001_i017,runs_J_k16_plain\both_seed7\g001_i017\tripinfo.xml
1,18,4,383.602,-111681903#2;-535519490#1;111677669#0;37628709#1,runs_J_k16_plain\both_seed7\g001_i018,runs_J_k16_plain\both_seed7\g001_i018\tripinfo.xml
1,19,8,1000000000000.0,-111677668#4;-311298665;205590836#2;24337240#0;498033359#0;835443464;835445203;880137010,runs_J_k16_plain\both_seed7\g001_i019,runs_J_k16_plain\both_seed7\g001_i019\tripinfo.xml
1,20,2,372.484,4935286#2;535519490#0,runs_J_k16_plain\both_seed7\g001_i020,runs_J_k16_plain\both_seed7\g001_i020\tripinfo.xml
1,21,13,1000000000000.0,-111681903#2;-120682114#1;-24337240#7;-311298665;-311298685;-535519490#1;111677668#0;24337240#5;28468732#0;311298662#0;311298662#1;535519490#1;782714971#2,runs_J_k16_plain\both_seed7\g001_i021,runs_J_k16_plain\both_seed7\g001_i021\tripinfo.xml
1,22,2,1000000000000.0,-311298665;4935286#2,runs_J_k16_plain\both_seed7\g001_i022,runs_J_k16_plain\both_seed7\g001_i022\tripinfo.xml
1,23,8,1000000000000.0,-311298665;-498033359#0;-498033359#2;-535519490#1;-782714971#2;205590836#2;4970256#8;782714971#4,runs_J_k16_plain\both_seed7\g001_i023,runs_J_k16_plain\both_seed7\g001_i023\tripinfo.xml
2,0,2,372.484,4935286#2;535519490#0,runs_J_k16_plain\both_seed7\g002_i000,runs_J_k16_plain\both_seed7\g002_i000\tripinfo.xml
2,1,10,392.28266666666667,-535519490#1;-880140407;111677669#0;111681905#2;498033359#2;5197062#4;58621262#1;782714971#1;876057376;876057378#5,runs_J_k16_plain\both_seed7\g002_i001,runs_J_k16_plain\both_seed7\g002_i001\tripinfo.xml
2,2,16,1082.8266666666666,-111677668#0;-28468730#0;-5197062#3;-782714966#0;-782714971#4;-880140407;111681903#0;111681903#1;120682114#3;24337240#5;26216781#0;28468732#0;311298658;4970256#8;835445203;876057378#0,runs_J_k16_plain\both_seed7\g002_i002,runs_J_k16_plain\both_seed7\g002_i002\tripinfo.xml
2,3,13,713.2333333333333,-111681903#1;-111681903#3;-311298658;-311298665;-4950193;-535519490#1;-783907721#2;28468732#0;311298665;4970256#6;4970256#7;783907721#1;880137010,runs_J_k16_plain\both_seed7\g002_i003,runs_J_k16_plain\both_seed7\g002_i003\tripinfo.xml
2,4,16,1000000000000.0,-111677668#0;-24337240#0;-24337240#3;-311298665;-4950193;-74277990;-783907721#0;-783907721#2;111681903#2;25970859#1;26216779#0;28468732#1;311298665;4935286#3;498033359#1;498033359#2,runs_J_k16_plain\both_seed7\g002_i004,runs_J_k16_plain\both_seed7\g002_i004\tripinfo.xml
2,5,16,1000000000000.0,-111677668#0;-111681903#2;-24337240#6;-311298665;-502325084#3;-535519490#1;-782714966#1;-782714971#4;-783907721#1;111677669#0;25970859#0;26216779#0;4935286#2;502325084#1;535519490#0;876057378#3,runs_J_k16_plain\both_seed7\g002_i005,runs_J_k16_plain\both_seed7\g002_i005\tripinfo.xml
2,6,16,1000000000000.0,-111677668#3;-205590836#0;-25970859#1;-311298665;-498033359#3;-835443464;-880137009#1;111677669#1;111681905#2;131942152;25970859#1;4935286#2;4970256#5;502325084#1;535519490#0;782714971#1,runs_J_k16_plain\both_seed7\g002_i006,runs_J_k16_plain\both_seed7\g002_i006\tripinfo.xml
2,7,16,1000000000000.0,-24337240#4;-24337240#6;-311298665;-782714971#2;-782714971#3;-876343449#1;111677669#0;111677669#4;24337240#4;26216779#1;26216781#0;311298665;4970256#5;783907721#0;876343449#0;880140407,runs_J_k16_plain\both_seed7\g002_i007,runs_J_k16_plain\both_seed7\g002_i007\tripinfo.xml
2,8,16,1000000000000.0,-311298658;-311298662#0;-311298665;-535519490#1;-782714971#1;-782714971#2;111677669#0;205590836#2;24337240#1;24337240#5;24337240#7;4935286#3;58621262#1;782714971#1;782714971#2;876343449#2,runs_J_k16_plain\both_seed7\g002_i008,runs_J_k16_plain\both_seed7\g002_i008\tripinfo.xml
2,9,16,1000000000000.0,-24337240#1;-24337240#4;-311298665;-311298685;-535519490#1;-74277990;-876343449#2;111681903#0;26216779#0;311298665;311298685;4935286#2;498033359#2;835445203;880137010;880140407,runs_J_k16_plain\both_seed7\g002_i009,runs_J_k16_plain\both_seed7\g002_i009\tripinfo.xml
2,10,12,632.4833333333333,-4950193;-498033359#0;-5197062#3;111677669#5;24337240#0;26216781#0;311298682#0;535519490#0;62826731;835445203;876057378#2;880137009#1,runs_J_k16_plain\both_seed7\g002_i010,runs_J_k16_plain\both_seed7\g002_i010\tripinfo.xml
